OBJECTID,FORMATION_ID,STORAGE_UNIT_ID,STORAGE_UNIT_NAME,ASSESS_UNIT_TYPE,PERIOD_MIN,PERIOD_MAX,AGE_MIN,AGE_MAX,LITHOLOGY,WATER_DEPTH,SEAL,SUBSURF_INTERF,SURF_ISSUES,EST_STORECAP_MIN,EST_STORECAP_MEAN,EST_STORECAP_MAX,CAP_EST_METHOD,GROSS_THICK_MIN,GROSS_THICK_MEAN,GROSS_THICK_MAX,DEPTH_MIN,DEPTH_MEAN,DEPTH_MAX,PRESSURE_MIN,PRESSURE_MEAN,PRESSURE_MAX,MAX_PRESSURE_MIN,MAX_PRESSURE_MEAN,MAX_PRESSURE_MAX,TEMP_C_MIN,TEMP_C_MEAN,TEMP_C_MAX,PERM_MIN,PERM_MEAN,PERM_MAX,POROSITY_MIN,POROSITY_MEAN,POROSITY_MAX,FIELD_EXTENT_MIN,FIELD_EXTENT_MEAN,FIELD_EXTENT_MAX,VERT_NET_GROSS_MIN,VERT_NET_GROSS_MEAN,VERT_NET_GROSS_MAX,COMPROCK_MIN,COMPROCK_MEAN,COMPROCK_MAX,COMPFLUID_MIN,COMPFLUID_MEAN,COMPFLUID_MAX,SALINITY_BRINE,STATUS,CO2_DENSIT,STORE_EFF_FACT_USER,STORE_EFF_FACT_DB,EST_INJECT_RATE,EST_PLAT_INJECT_RATE_DUR,EST_INJECT_RATE_METH,INJECT_RATE_DB,PLAT_INJECT_RATE_DUR_DB,INJECT_RATE_METH_DB,TOT_PORE_VOL_MIN,TOT_PORE_VOL_MEAN,TOT_PORE_VOL_MAX,EST_EFFECT_DARCY_MIN,EST_EFFECT_DARCY_MEAN,EST_EFFECT_DARCY_MAX,EST_INJECT_RATE_50_MIN,EST_INJECT_RATE_50_MEAN,EST_INJECT_RATE_50_MAX,EST_INJECT_RATE_50_MIN_DB,EST_INJECT_RATE_50_MEAN_DB,EST_INJECT_RATE_50_MAX_DB,STORE_CAP_MIN,STORE_CAP_MEAN,STORE_CAP_MAX,CAP_CAL_METHOD,TOTAL_STORE_CAP,NO_AQUIF_DAUGHT,NO_HC_DAUGHT,STORE_CAP_HCDAUGHTER,SEAL_CHEM_REACT,MIN_SEAL_THICK,EST_CAP_ENT_PRESS,FAULT_DEN,VERT_EXTENT_FAULT,AVE_FAULT_THR,MAX_FAULT_THR_RES,RISK_LAT_MIGR,AVE_DIP_UNIT,SUSCEPT_RES_DAM,RES_MIN,VERT_STRAT_COMPART,HOR_STRAT_COMPART,ADVERSE_DIAG,SEAL_OTHER,NO_WELLS_PENETR,WELL_VINT,NO_ADAND_WELL_PENETR,AGE_OLD_WELL,VINT_PLAT,SEISMIC,WELLS,MODELS,STATUS_RESEARCH,AVE_FAU_THR_AVE_SEAL_THI,REMARKS,COUNTRY,COUNTRYCODE,LAMBERT_E,LAMBERT_N,X_DD,Y_DD,X,Y,Projection_Info,Date_Entered
119,ES_F_20121023211306533,ES_S_20121023211958315,Alto Guadalquivir,Saline Aquifer without hydrocarbon fields,Cretaceous,Triassic,Albian,Anisian,mixed,0,,,,0,338.69,0,Pore vol and storage eff coefficient,0,1400,0,0,800,0,0,81,0,0,0,0,0,40,0,0,0,0,0,0.07,0,0,39.06,0,0,0.4,0,0,0,0,0,0,0,15,,600,30,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,456809.5217,4190086.056,ED_1950_UTM_Zone_30N,23-010-12 21:19:58
120,ES_F_20121023211306533,ES_S_20121023212240737,Sierra Seca,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Middle Jurassic,Middle Jurassic,Carbonate,0,,,,0,487.2,0,Pore vol and storage eff coefficient,0,1000,0,0,700,0,0,71,0,0,0,0,0,33,0,0,0,0,0,0.07,0,0,181.92,0,0,0.4,0,0,0,0,0,0,0,15,,580,20,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,528226.8965,4195949.864,ED_1950_UTM_Zone_30N,23-010-12 21:22:40
121,ES_F_20121023211306533,ES_S_20121023213357627,Sierra de Benejama,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Middle Jurassic,Middle Jurassic,Carbonate,0,,,,0,191.1,0,Pore vol and storage eff coefficient,0,250,0,0,1100,0,0,111,0,0,0,0,0,43,0,0,0,0,0,0.07,0,0,137.59,0,0,0.8,0,0,0,0,0,0,0,15,,650,15,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,694975.2989,4290673.03,ED_1950_UTM_Zone_30N,23-010-12 21:33:57
122,ES_F_20121023211306533,ES_S_20121023214841799,Sierra de Salinas,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Middle Jurassic,Middle Jurassic,Carbonate,0,,,,0,179.93,0,Pore vol and storage eff coefficient,0,360,0,0,1500,0,0,151,0,0,0,0,0,53,0,0,0,0,0,0.07,0,0,93.52,0,0,0.7,0,0,0,0,0,0,0,0,,680,20,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,674618.0882,4264465.447,ED_1950_UTM_Zone_30N,23-010-12 21:48:41
123,ES_F_20121023211306533,ES_S_20121023220648502,Benejuzar-Rojales,Saline Aquifer without hydrocarbon fields,Cretaceous,Triassic,,,Sandstone,0,,,,0,0.35,0,Pore vol and storage eff coefficient,0,30,0,0,730,0,0,74,0,0,0,0,0,33,0,0,0,0,0,0.07,0,0,44.57,0,0,0.5,0,0,0,0,0,0,0,0,,350,5,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,697386.1863,4214445.544,ED_1950_UTM_Zone_30N,23-010-12 22:06:48
124,ES_F_20121023211306533,ES_S_20121023221305894,Fuensanta,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,,,Carbonate,0,,,,0,6.22,0,Pore vol and storage eff coefficient,0,725,0,0,860,0,0,87,0,0,0,0,0,53.7,0,0,0,0,0,0.05,0,0,6.9,0,0,0.7,0,0,0,0,0,0,0,0,,575,10,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,421605.2337,4168607.994,ED_1950_UTM_Zone_30N,23-010-12 22:13:05
125,ES_F_20121023211306533,ES_S_20121024095936134,Macaroba,Saline Aquifer without hydrocarbon fields,Jurassic,Jurassic,Late Jurassic,Late Jurassic,Carbonate,0,,,,0,225.12,0,Pore vol and storage eff coefficient,0,400,0,0,1500,0,0,151,0,0,0,0,0,53,0,0,0,0,0,0.07,0,0,71.15,0,0,1,0,0,0,0,0,0,0,0,,670,15,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,735171.8425,4270521.438,ED_1950_UTM_Zone_30N,24-010-12 09:59:36
126,ES_F_20121023211306533,ES_S_20121024100418071,Murcia B-1,Saline Aquifer without hydrocarbon fields,Cretaceous,Cretaceous,Santonian,Barremian,mixed,0,,,,0,413.48,0,Pore vol and storage eff coefficient,0,1300,0,0,0,0,0,86,0,0,0,0,0,60,0,0,0,0,0,0.05,0,0,48.93,0,0,0.95,0,0,0,0,0,0,0,15,,720,20,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,0,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Spain,ES,0,0,0,0,606341.8361,4225620.355,ED_1950_UTM_Zone_30N,24-010-12 10:04:18
127,FR_F_20121004174201733,FR_S_20121004180123479,Dogger carbonaté SU,Saline Aquifer with hydrocarbon fields,Jurassic,Jurassic,Bajocian,Callovian,Carbonate,0,argillites du Calovo-Oxfordien,Yes,Densley populated area,0,13600,0,Pore vol and storage eff coefficient,90,150,350,1000,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36851,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,1,8,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,France,FR,0,0,0,0,0,0,,04-010-12 18:01:23
128,FR_F_20121004185401816,FR_S_20121010172717936,Rhétien-Keuper SU,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,Rhaetian,Carnian,Sandstone,0,,,,0,7835.4,0,Pore vol and storage eff coefficient,50,0,300,500,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,34561,0,0,0,0,0,0,0,0,0,0,185,,0,3,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,1,20,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,France,FR,0,0,0,0,0,0,,10-010-12 17:27:17
129,FR_F_20121004185411377,FR_S_20121011180444778,Bundsandstein SU,Saline Aquifer with hydrocarbon fields,Triassic,Triassic,Olenekian,Induan,Sandstone,0,,Yes,Other,0,7664.6,0,Pore vol and storage eff coefficient,90,0,150,0,0,0,0,75,0,0,0,0,55,0,67,1,0,130,0,0.19,0,0,5571,0,0.8,0,1,0,0,0,0,0,0,0,,0,3,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,1,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,Surface Issue = Drinking water,France,FR,0,0,0,0,0,0,,11-010-12 18:04:44
130,FR_F_20121004191904670,FR_S_20121031165944671,Aqutaine SU,,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,1,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,"There is no estimation of the Aquitaine and SudEst capacities, and few is planned to upgrade them. Aquitaine could possibly be granted a figure next year, with some doubt",France,FR,0,0,0,0,0,0,,31-010-12 16:59:44
131,FR_F_20121004192110490,FR_S_20121031170001402,Sud-Est SU,,,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0,0,0,,0,1,0,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,"There is no estimation of the Aquitaine and SudEst capacities, and few is planned to upgrade them. Aquitaine could possibly be granted a figure next year, with some doubt",France,FR,0,0,0,0,0,0,,31-010-12 17:00:01
132,GR_F_20121028124324266,GR_S_20121028170316538,Prinos Sand,Saline Aquifer with hydrocarbon fields,Neogene,Neogene,Messinian,Serravallian,Sandstone,0,Evaporites,No,None,900,1000,1100,Pore vol and storage eff coefficient,200,260,400,1000,2400,3500,270,310,320,380,400,410,105,110,117,17,50,120,0.18,0.2,0.22,800,800,800,0.4,0.5,0.55,0,0,0,0,0,0,0,,724.77,35,35,0,0,Estimate from permeability,0,0,,11520,20800,38720,1.36,6.5,26.4,,,,,,,2922.27264,5276.3256,9822.08304,Method 1,6317.556896,1,2,1041.231296,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Greece,GR,0,0,0,0,367412,4879089,LAMBERT CONFORMAL CONIC - Project Projection,28-010-12 17:03:16
133,GR_F_20121028173422377,GR_S_20121028174100717,Thessaloniki Basin,Saline Aquifer with hydrocarbon fields,Paleogene,Paleogene,,,Sandstone,0,Clay,No,None,600,610,620,Pore vol and storage eff coefficient,100,100,180,900,1800,2400,160,180,210,400,400,400,50,60,70,10,100,120,0.02,0.1,0.2,1700,1700,1700,0.6,0.75,0.9,0,0,0,0,0,0,25,,705.44,30,30,0,0,Estimate from permeability,0,0,,2040,12750,55080,0.6,7.5,19.44,,,,,,,431.72928,2698.308,11656.69056,Method 1,2698.308,3,1,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,Greece,GR,0,0,0,0,211800,4855500,LAMBERT CONFORMAL CONIC - Project Projection,28-010-12 17:41:00
